Party_Name,Make,Product_Name,Batch_No,Packing,Item_Code,Billed_Qty,Free_Qty,Rate,Total_Amount,Date
"[MDS01] - MDS PHARMA, SALEM",ISCON,CARB-FE TABLET,ILS26G0384,10X1X10 BOX,AT2511-002,5.0,0.0,500.0,2500.0,2026-04-27
"[MED43] - MEDBURG MEDICAL PRODUCTS PRIVATE LIMITED, ERANAKULAM",ISCON,COZITH-250 TAB.,ILS26G0536,6X10 TAB,GAJ26004F,20.0,0.0,345.0,6900.0,2026-05-06
"[MED43] - MEDBURG MEDICAL PRODUCTS PRIVATE LIMITED, ERANAKULAM",ISCON,ISOZONE-S 1.5 INJ.,ILS26G0536,1 VIAL,CD26A-037E,120.0,0.0,35.0,4200.0,2026-05-06
"[MED43] - MEDBURG MEDICAL PRODUCTS PRIVATE LIMITED, ERANAKULAM",ISCON,ISOZONE-T INJ.,ILS26G0029,1 VIAL,CD25I-027C,60.0,0.0,43.0,2580.0,2026-04-04
"[MED43] - MEDBURG MEDICAL PRODUCTS PRIVATE LIMITED, ERANAKULAM",ISCON,NIFTRON-100 TABLET,ILS26G0029,10X10 BOX,2526746,10.0,0.0,187.0,1870.0,2026-04-04
"[MED43] - MEDBURG MEDICAL PRODUCTS PRIVATE LIMITED, ERANAKULAM",OTHCURE,OD-CERIN TABLET,ILS26G0029,10X1X10 BOX,T250150,23.0,0.0,475.0,10925.0,2026-04-04
"[MED48] - MEDICVISTA PHARMA PVT LTD, JALGAON",ISCON,MECOSON-MD TABLET,ILS26G0202,10X10 BOX,SBT-2363,5.0,0.0,170.0,850.0,2026-04-14
"[MED48] - MEDICVISTA PHARMA PVT LTD, JALGAON",ISCON,RCON-DSR CAP.,ILS26G0202,10X10 CAP,GCH26004A,50.0,0.0,125.0,6250.0,2026-04-14
"[MED49] - MEDILANE PHARMA, BUDAUN",DERMAS,DAYTON CREAM,ILS26G0310,30 GM,C-894,0.0,1.0,45.0,0.0,2026-04-21
"[MED49] - MEDILANE PHARMA, BUDAUN",DERMAS,MAXWHITE CREAM 20GM,ILS26G0310,20 GM TUBE,C-634,0.0,1.0,44.0,0.0,2026-04-21
"[MED49] - MEDILANE PHARMA, BUDAUN",DERMAS,SCABON-S SOAP.,ILS26G0064,75 GM,PS0217,24.0,0.0,25.0,600.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",GIFT,GIFT KEY RING,ILS26G0064,1 NOS,1,0.0,5.0,10.0,0.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",GIFT,GIFT BALL PEN(ATOM),ILS26G0064,1 NOS,2026,0.0,10.0,10.0,0.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,ACLON-P TAB.,ILS26G0064,10X10 TAB,25012068,20.0,2.0,68.0,1360.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,ACLON-SP TAB.,ILS26G0064,10X10 TAB,VGT260900A,20.0,2.0,145.0,2900.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,ACLON-MR TAB.,ILS26G0310,10X10 TAB,CCT25863B,20.0,2.0,120.0,2400.0,2026-04-21
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,ACTIFULL -DAY CAP,ILS26G0064,10X1X10 BOX,CF-250460,5.0,0.0,150.0,750.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,ALKAROL SYP.,ILS26G0310,100 ML,25LK015,137.0,13.0,20.0,2740.0,2026-04-21
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,BENFLOX-DX DROPS,ILS26G0064,10 ML,25EG16H,70.0,0.0,13.0,910.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,CZZ-500 D TABLET,ILS26G0064,10X15 BOX,MNT-112552,3.0,0.0,205.0,615.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,CZZ-1000 EFFERVESCENT TABLET,ILS26G0310,15TABS BOT,PHN-01262,10.0,0.0,64.0,640.0,2026-04-21
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,DRONE-M,ILS26G0064,10X10 BOX,26RT0126F,3.0,0.0,130.0,390.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,DROZIN-25 TABLET,ILS26G0064,10X10 TAB,TG25-1951G,20.0,2.0,70.0,1400.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,DUAREP RESPULE (10X6X2.5ML),ILS26G0064,10X6 AMP,I2226004,3.0,0.0,300.0,900.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,ISPO-O TAB.,ILS26G0310,10X10 TAB,CTM26005A,5.0,0.0,710.0,3550.0,2026-04-21
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,KETOCOS-DT TABLET,ILS26G0310,10X15 TAB,VGT260451D,5.0,0.0,140.0,700.0,2026-04-21
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,LIFCO-D SYP.,ILS26G0064,100 ML,25KL012,164.0,16.0,19.0,3116.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,LIFCO-D TABLET,ILS26G0064,10X10 BOX,MT25176,10.0,0.0,80.0,800.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,ONTRON-MD TAB.,ILS26G0064,10X20 BOX,THT-25596A,5.0,0.0,110.0,550.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,SERROF-10 TAB.,ILS26G0064,10X10 TAB,TG26-0286A,5.0,0.0,75.0,375.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,SPENTA-DSR CAP.,ILS26G0064,10X10 CAP,GCF26002C,30.0,3.0,140.0,4200.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,SPENTA-DSR CAPSULES(SAMPLE),ILS26G0064,10X2 BOX,25RC0051E,0.0,2.0,42.0,0.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,T-32 GUM PAINT,ILS26G0310,15 ML,981,30.0,0.0,18.5,555.0,2026-04-21
"[MED49] - MEDILANE PHARMA, BUDAUN",ISCON,YMOX EYE DROPS,ILS26G0064,5 ML,26EB15Q,35.0,0.0,13.0,455.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",OBGYN,PREDERA-4 TAB,ILS26G0064,10X10 TAB,WEA09115A,10.0,0.0,125.0,1250.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",PEDIAISCON,CINIM-100 TAB.,ILS26G0064,20X10 BOX,2505026,20.0,2.0,95.0,1900.0,2026-04-06
"[MED49] - MEDILANE PHARMA, BUDAUN",PEDIAISCON,SALBRON-P DROPS,ILS26G0310,15 ML,S2602072C,50.0,0.0,14.0,700.0,2026-04-21
"[MED49] - MEDILANE PHARMA, BUDAUN",PEDIAISCON,SCOFF-RL SUSPENSION,ILS26G0064,30ML BOT,LL24304,42.0,8.0,18.0,756.0,2026-04-06
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ABY BABY,ABYBABY SOAP,ILS26G0255,75 GM,C-223,10.0,2.0,28.5,285.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ABY BABY,ABYBABY SHAMPOO,ILS26G0255,100ML BOT,4103,10.0,2.0,62.7,627.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ADIVYA,ADIVYA  KIDNEY STONE TABLET,ILS26G0255,60TAB BOT,NS24-930,5.0,1.0,64.6,323.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ADIVYA,ADIVYA LIVER-7G TABLET,ILS26G0255,60 TABLET BOT,NS24-950,5.0,1.0,72.2,361.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ADIVYA,ADIVYA PILES RELIEF TABLET,ILS26G0255,60 TABLET BOT,NS24-945,5.0,1.0,73.15,365.75,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ADIVYA,ADIVYA INSOMNIA TABLET,ILS26G0255,30 TABLET BOT,NS24-951,5.0,1.0,67.45,337.25,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ADIVYA,SHAILEX-SF POWDER (SUGAR FREE),ILS26G0255,100 GM,RP3040,5.0,1.0,38.0,190.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",DERMAS,CLINDRUFF SHAMPOO,ILS26G0255,75 ML,K/00838,10.0,2.0,66.5,665.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",DERMAS,DEFFEE-6  TAB.,ILS26G0255,10X10 BOX,GAU25007B,3.0,0.0,150.1,450.3,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",DERMAS,DIVA CREAM (JAR),ILS26G0255,75 GM,4232,10.0,2.0,26.6,266.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",DERMAS,DIVA PLUS LOTION,ILS26G0255,100 ML,4083,10.0,2.0,47.5,475.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",DERMAS,KANACON-200 CAP,ILS26G0255,10X10 BOX,OMC26005,10.0,2.0,522.5,5225.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",DERMAS,MUCICON 5GM. OINTMENT,ILS26G0255,5 GM,E6A005,10.0,2.0,19.0,190.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",DERMAS,ZETONE SOAP.,ILS26G0255,75 GM,IZ-048,10.0,2.0,33.25,332.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",DERMAS,ZETONE SHAMPOO,ILS26G0255,100 ML,980,10.0,3.0,47.5,475.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",GIFT,GIFT DIARY-2026,ILS26G0255,1 NOS,2026-1,0.0,5.0,133.0,0.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",GIFT,GIFT MOUSE PAD,ILS26G0255,1 NOS,ADIVYA25,0.0,5.0,42.75,0.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",GIFT,GIFT KEY RING,ILS26G0255,1 NOS,1,0.0,10.0,0.0,0.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",GIFT,GIFT PLASTIC CONTAINER 3PC,ILS26G0255,1X3 NOS,OVAGYN,0.0,1.0,209.0,0.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",GIFT,GIFT UMBERALA,ILS26G0255,1 NOS,ISCON25,0.0,1.0,152.0,0.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",GIFT,GIFT SHOPPING BAG,ILS26G0255,1 NOS,1,0.0,5.0,14.25,0.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",GIFT,GIFT BALL PEN(ATOM),ILS26G0255,1 NOS,2026,0.0,10.0,0.0,0.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ACLON-SP TAB.,ILS26G0255,10X10 TAB,GAB26006,5.0,0.0,114.0,570.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ACLON-MR TAB.,ILS26G0255,10X10 TAB,CCT25863B,5.0,1.0,114.0,570.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ALKAROL SYP.,ILS26G0255,100 ML,25LK015,10.0,2.0,19.0,190.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,BL-MONT TABLET,ILS26G0255,10X10 TAB,MT260672,3.0,0.0,156.75,470.25,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,BRUTOLIN-D TAB.,ILS26G0255,10X10 BOX,UGT-26192H,3.0,0.0,245.1,735.3,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,CALOREX-MAX SOFTGEL CAPSULES,ILS26G0255,10X1X10 BOX,HPDH25163C,3.0,0.0,297.35,892.05,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,CEFCON-200 TAB.,ILS26G0255,10X10 BOX,CTE26004H,3.0,0.0,361.0,1083.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,CEFCOFF-200 TAB.,ILS26G0255,10X10 TAB,CTF25030A,3.0,0.0,446.5,1339.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,CEFCON-O TAB,ILS26G0255,10X10 BOX,CTF26005D,3.0,0.0,475.0,1425.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,CEFUROXE-500 TAB.,ILS26G0304,10X1X10 BOX,CTL26005E,3.0,0.0,836.0,2508.0,2026-04-21
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,CEFUROXE-250 TAB.,ILS26G0255,10X1X10 BOX,CTK26001H,3.0,0.0,478.8,1436.4,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,CMT-TEAR EYE DROP.,ILS26G0255,10 ML,25EJ31A,10.0,2.0,11.02,110.2,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,DRONE-M,ILS26G0255,10X10 BOX,26RT0126F,5.0,1.0,123.5,617.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,EPO-DSR CAPSULE,ILS26G0255,10X1X10 BOX,GCB25008A,5.0,0.0,142.5,712.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ESOFATE-O SUSP.,ILS26G0255,100 ML,EEO-2601,10.0,2.0,30.4,304.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,FOL-S TABLETS,ILS26G0255,30X10 TAB,GT26092,3.0,0.0,77.9,233.7,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,FX-MONT TAB.,ILS26G0255,10X10 TAB,GBJ25004,3.0,0.0,185.25,555.75,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,I-CLOXY MOUTHWASH.,ILS26G0255,150 ML,0698,10.0,2.0,19.0,190.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ISOBEX SYP.,ILS26G0255,200 ML,SM7994,10.0,2.0,23.75,237.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ISODENT GEL.,ILS26G0255,75 GM,0816,10.0,1.0,25.65,256.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ISOGEL SUSP. (REGULAR),ILS26G0255,170 ML,DLS6042,10.0,2.0,20.9,209.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ISPO-200 TAB.,ILS26G0255,10X10 BOX,CTJ26004G,3.0,0.0,446.5,1339.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ISPO-CV TAB.,ILS26G0255,6X10 BOX,CTH25099A,3.0,0.0,446.5,1339.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,ISPO-O TAB.,ILS26G0255,10X10 TAB,CTM26005A,3.0,0.0,561.45,1684.35,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,IVODINE GARGLE,ILS26G0255,100 ML,P2603,5.0,0.0,23.75,118.75,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,KETOCOS-DT TABLET,ILS26G0255,10X15 TAB,VGT260451D,3.0,0.0,104.5,313.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,KOOLRAFT SYRUP,ILS26G0255,150ML BOT,2603367,0.0,1.0,48.45,0.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,LEEBONN-500 TAB.,ILS26G0255,5X4X5 BOX,2505027,3.0,0.0,275.5,826.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,LIFCO TOTAL SYRUP,ILS26G0255,100 ML,OML25190B,0.0,1.0,34.2,0.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,LV-MONT TAB.,ILS26G0255,10X10 TAB,OMT26012A,3.0,0.0,90.25,270.75,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,MOXYCON-CL 625 TAB (LB),ILS26G0255,10X6 TAB,BTB26062C,3.0,0.0,332.5,997.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,MOXYCON-CL 625 TAB,ILS26G0255,10X6 TAB,BTA26072B,5.0,1.0,418.0,2090.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,MOXYCON-CL-LB 625 TABLET (POUCH PACK),ILS26G0255,10X1X10 BOX,BTB26027,3.0,0.0,570.0,1710.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,NAP-DECON EYE DROP,ILS26G0255,10ML BOT,25EB03N,10.0,2.0,10.45,104.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,NIFTRON-100 TABLET,ILS26G0255,10X10 BOX,2526973,3.0,0.0,142.5,427.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,OXYBID-A NASAL DROPS,ILS26G0255,10 ML,918,20.0,4.0,9.5,190.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,OXYBID-S DROP,ILS26G0255,15 ML,917,20.0,4.0,12.35,247.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,RABECON-20 TAB.,ILS26G0255,10X10 TAB,TG25-2255O,5.0,0.0,66.5,332.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,RABECON-DSR CAP.,ILS26G0255,10X10 CAP,GCH25062A,5.0,1.0,118.75,593.75,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,RCON-DSR CAP.,ILS26G0255,10X10 CAP,GCH26004A,5.0,1.0,137.75,688.75,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,RCON-LSR CAP.,ILS26G0255,10X10 CAP,GCI25009B,5.0,1.0,161.5,807.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,REE-D3 NANO SHOTS,ILS26G0255,4X5 ML,THL25190,5.0,1.0,47.5,237.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,REE-D3 SACHET (DRUG),ILS26G0255,20X1GM BOX,GCS25015B,5.0,1.0,71.25,356.25,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,SCOFF-OZ TAB.,ILS26G0255,10X10 TAB,VGT253184A,3.0,0.0,190.0,570.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,SERROF-10 TAB.,ILS26G0255,10X10 TAB,TG26-0286A,3.0,0.0,53.2,159.6,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,SPENTA- O TABLETS,ILS26G0255,10X10 TAB,YT2703A,3.0,0.0,109.25,327.75,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,SUPRON EAR DROP,ILS26G0255,5ML BOT,NB08X155E,10.0,2.0,12.35,123.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,T-32 GUM PAINT,ILS26G0255,15 ML,981,15.0,2.0,14.25,213.75,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",ISCON,TRICYCON SYP.,ILS26G0255,200 ML,OML26051B,10.0,2.0,27.55,275.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",OBGYN,ELAC-T TABLET,ILS26G0255,10X1X10 TAB,WEA/11039A,3.0,0.0,855.0,2565.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",OBGYN,UTIWELL SYRUP,ILS26G0255,200ML BOX,MNL-102514,10.0,2.0,27.55,275.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",OBGYN,V-CLEAN WASH (NEW),ILS26G0255,100ML NOS,C-1058,10.0,2.0,41.8,418.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",OTHCURE,ETOPY TABLET,ILS26G0255,10X10 TAB,FT6028,3.0,0.0,517.75,1553.25,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",OTHCURE,FEBUTEL-40 TABLET,ILS26G0255,10X10 TAB,APGT260245,3.0,0.0,114.95,344.85,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",PEDIAISCON,DEFFE SUSPENSION,ILS26G0255,30 ML,OML26003A,10.0,2.0,20.9,209.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",PEDIAISCON,IB-MOL SUSPENSION,ILS26G0255,100ML BOT,OML25183B,10.0,2.0,14.25,142.5,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",PEDIAISCON,LINZON DRY SYRUP,ILS26G0255,30 ML,TGD6250044,10.0,2.0,19.0,190.0,2026-04-17
"[MED61] - MEDIVIEW PHARMACEUTICALS & SURGICAL DISTRIBUTORS, ANANTNAG",PEDIAISCON,SCOFF-OMS SUSP.,ILS26G0255,60 ML,SP251279,10.0,2.0,22.8,228.0,2026-04-17
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ABY BABY,ABYBABY SHAMPOO,ILS26G0526,100ML BOT,282,0.0,3.0,66.93,0.0,2026-05-06
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",DERMAS,I-CLAMINE LOTION,ILS26G0525,1X100 ML,4131,48.0,0.0,30.07,1443.36,2026-05-06
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,ACLON-SP TAB.,ILS26G0315,10X10 TAB,GAB26006,5.0,2.0,135.8,679.0,2026-04-22
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,ACLON-PT TABLET,ILS26G0523,10X10 TAB,GENT10853,10.0,1.0,172.66,1726.6,2026-05-06
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,BRUTOLIN TAB.,ILS26G0525,10X10 TAB,UGT-251504,3.0,0.0,291.0,873.0,2026-05-06
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,CALOREX-M  TABLET,ILS26G0525,10X10 TAB,AK19067,3.0,0.0,130.95,392.85,2026-05-06
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,CMT PLUS EYE DROP,ILS26G0526,10 ML,24EI02A,0.0,2.0,12.61,0.0,2026-05-06
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,DOZADIN-5 TABLET,ILS26G0526,10X10 TAB,TG24-1904A,0.0,1.0,87.3,0.0,2026-05-06
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,DUAREP RESPULE (10X6X2.5ML),ILS26G0102,10X6 AMP,I2226004,3.0,0.0,291.0,873.0,2026-04-08
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,FOL-S TABLETS,ILS26G0315,30X10 TAB,GT26092,3.0,0.0,116.4,349.2,2026-04-22
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,FRESHBANE MOUTHWASH,ILS26G0526,150ML BOT,GE66A,0.0,1.0,44.62,0.0,2026-05-06
"[MEG01] - MEGHA ENTERPRISES, SOLAPUR",ISCON,GO-MIGRAIN TABLET,ILS26G0526,10X10 BOX,GENT12333A,0.0,0.2,281.3,0.0,2026-05-06
